player_id,first_name,last_name,flag_code,birth_year,birth_month,birth_day,turned_pro,weight_kg,height_cm,handedness,backhand
a002,Ricardo,Acuna,CHI,1958,1,13,0,68,175,,
a001,Sadiq,Abdullahi,NGR,1960,2,2,0,0,0,,
a005,Nelson,Aerts,BRA,1963,4,25,0,75,188,,
a004,Egan,Adams,USA,1959,6,15,0,73,178,,
a006,Ronald,Agenor,USA,1964,11,13,1983,82,180,,
a007,Juan,Aguilera,ESP,1962,3,22,0,68,183,,
a012,Marc,Albert,NED,,,,0,0,0,,
a013,Marco,Alciati,ITA,,,,0,0,0,,
a009,Richard,Akel,USA,1962,2,12,0,0,0,,
a014,John,Alexander,AUS,1951,7,4,0,82,191,,
a015,Leighton,Alfred,GBR,1962,8,27,0,73,180,,
a017,Trevor,Allan,AUS,1955,8,17,0,77,178,,
a020,Mehl,Ampon,USA,1956,11,30,0,0,0,,
a018,Christer,Allgardh,SWE,1967,2,20,1983,77,191,,
a021,Anand,Amritraj,IND,1952,3,20,0,77,185,,
a022,Vijay,Amritraj,IND,1953,12,14,0,86,193,,
a024,Juan Carlos,Andrade,ESP,1957,2,22,0,0,0,,
a023,Andy,Andrews,USA,1959,1,1,0,82,185,,
a025,Matt,Anger,USA,1963,6,20,1984,77,188,,
a027,Paul,Annacone,USA,1963,3,20,1984,79,185,,
a028,Alex,Antonitsch,AUT,1966,2,8,1988,85,188,,
a029,Corrado,Aprili,ITA,1964,11,13,0,80,191,,
a030,Roberto,Arguello,ARG,1963,5,12,0,66,173,,
a031,Jimmy,Arias,USA,1964,8,16,1980,70,175,,
a032,Marco,Armellini,ITA,1960,8,17,0,85,188,,
a034,Jordi,Arrese,ESP,1964,8,29,1982,64,175,,
a035,Pablo,Arraya,PER,1961,10,21,1980,73,180,,
a036,Edoardo,Artaldi,ITA,,,,0,0,0,,
a039,Juan,Avendano,ESP,1961,1,29,0,73,178,,
a040,Roberto,Azar,ARG,1966,3,21,1984,77,185,,
a042,Ricardo,Acioly,BRA,1964,2,4,1986,82,180,,
a043,Aniceto,Alvarez,ESP,,,,0,0,0,,
a044,Victor,Amaya,USA,1954,7,2,0,0,201,,
a051,Juan Carlos,Ayala,CHI,1961,6,18,,,,,
a052,M.,Arenzon,BRA,,,,0,0,0,,
a053,John,Austin,USA,1957,7,31,0,88,193,,
a056,Terry,Addison,AUS,1946,1,11,0,77,180,,
a057,Elio Lito,Alvarez,ARG,1947,12,5,0,0,0,,
a058,George,Amaya,USA,1950,2,12,1975,73,173,,
a059,Ashok,Amritraj,IND,1957,2,22,0,0,0,,
a060,Mal,Anderson,AUS,1935,3,3,0,0,0,,
a061,Jorge,Andrew,VEN,1951,11,2,,88,180,Right-Handed,One-Handed Backhand
a063,Arthur,Ashe,USA,1943,7,10,1969,73,185,Right-Handed,One-Handed Backhand
a062,John,Andrews,USA,1952,2,5,0,0,0,,
a064,Guillermo,Aubone,ARG,1954,6,8,0,0,0,,
a065,Jeff,Austin,USA,1951,7,5,0,0,0,,
a066,Pieter,Aldrich,RSA,1965,9,7,1987,80,180,,
a068,Tim,Anderson,USA,,,,0,0,0,,
a080,Orlando,Agudelo,COL,,,,0,0,0,,
a073,Luis,Ayala,CHI,1932,9,18,,,,,
a086,Birger,Andersson,SWE,1951,3,26,0,0,0,,
a085,Rich,Andrews,USA,,,,0,0,0,,
a093,Gabriel,Auroux,ARG,,,,0,0,0,,
a092,Andre,Agassi,USA,1970,4,29,1986,80,180,Right-Handed,Two-Handed Backhand
a0ab,Adrian,Andreev,BUL,2001,5,12,,,,,
a0cy,Luis Alberto,Ayala,CHI,1959,10,21,,,,,
a102,Kehinde,Ajayi,NGR,,,,0,0,0,,
a105,Steven,Alger,BER,,,,0,84,188,,
a111,Haim,Arlozorov,ISR,,,,0,0,0,,
a113,Paul,Avis,RSA,1958,4,14,0,0,0,,
a118,Unknown,Unknown,,,,,,,,,
a119,Michael,Appleton,GBR,1969,1,1,0,0,0,,
a121,William,Alvarez,COL,1934,12,15,0,83,178,,
a120,Jose Luis,Arilla,ESP,,,,0,0,0,,
a122,Mohammad Hossein,Akbari,IRI,,,,0,0,0,,
a127,Bob,Alloo,USA,1949,5,7,0,0,0,,
a124,Jose,Ayala,MEX,1970,12,22,,76,180,,
a134,Malcolm,Allen,USA,1967,7,13,0,70,178,,
a136,Tino,Anda,ESP,1968,4,16,0,66,180,,
a145,Taghi,Akbari,IRI,,,,0,0,0,,
a141,Jose Francisco,Altur,ESP,1968,3,24,1985,81,191,,
a138,Eric,Amend,USA,1965,11,17,0,70,180,,
a147,John,Antonas,BAH,,,,0,0,0,,
a148,Bengt,Aberg,SWE,,,,0,0,0,,
a149,Pablo,Albano,ARG,1967,4,11,1986,79,178,,
a158,Jose-Luis,Aparisi,ESP,1969,3,11,0,66,178,,
a162,Adam,Anderson,AUS,1969,12,21,0,73,180,,
a163,Johan,Anderson,AUS,1971,9,29,0,78,183,,
a169,Ian,Aler,USA,1965,11,11,0,0,0,,
a165,Zeeshan,Ali,IND,1970,1,1,0,66,180,,
a172,Alejandro,Aramburu,PER,1969,2,14,0,64,175,,
a173,Kim,Andersson,SWE,,,,0,0,0,,
a176,Jan,Apell,SWE,1969,11,4,1988,73,183,,
a177,David,Adams,RSA,1970,1,5,1989,79,188,,
a181,Massimo,Ardinghi,ITA,1971,3,6,1988,71,175,,
a182,Johan,Alven,SWE,1972,1,13,0,0,0,,
a188,John,Arbanas,AUS,1970,2,7,0,0,0,,
a183,Carsten,Arriens,GER,1969,4,11,1991,81,193,,
a190,Emilio,Benfele Alvarez,ESP,1972,11,15,1989,85,183,,
a199,Chuck,Adams,USA,1971,4,23,1990,81,185,,
a202,Wayne,Arthurs,AUS,1971,3,18,1990,80,191,,
a203,Karim,Alami,MAR,1973,5,24,1990,85,185,,
a207,Roberto,Alvarez,ARG,1971,2,23,0,0,0,,
a213,Stephane,Andriolo,FRA,,,,0,0,0,,
a209,Xavier,Avila,ESP,1973,12,10,0,73,183,,
a217,Yenesi,Allen,NIG,,,,0,0,0,,
a216,Lawrence,Awopegba,NIG,,,,0,0,0,,
a224,Patricio,Arnold,ARG,1971,10,20,0,73,183,,
a226,Hicham,Arazi,MAR,1973,10,19,1993,65,175,,
a228,Lucas,Arnold Ker,ARG,1974,10,12,1994,76,180,,
a234,Pietro,Angelini,ITA,1971,12,7,0,0,0,,
a241,Thomas,Andersen,DEN,,,,0,0,0,,
a244,Nasser-Ghanim,Al-Khulaifi,QAT,1973,11,12,0,0,0,,
a270,Charles,Auffray,FRA,1973,2,24,1996,83,183,,
a272,Julian,Alonso,ESP,1977,8,2,1996,82,185,,
a276,Jan Frode,Andersen,NOR,1972,8,29,1997,85,191,Left-Handed,Two-Handed Backhand
a280,Henrik,Andersson,SWE,1977,5,2,0,0,0,,
a293,Yves,Allegro,SUI,1978,8,24,1997,82,183,,
a303,Leonardo,Azzaro,ITA,1978,5,30,1997,75,188,,
a305,Jacob,Adaktusson,SWE,1980,8,31,0,87,193,,
a308,Florian,Allgauer,ITA,1979,1,7,0,0,0,,
a310,Emin,Agaev,AZE,1979,5,14,1999,77,0,,
a316,Diego,Ayala,USA,1979,4,29,1998,77,175,,
a311,Hugo,Armando,USA,1978,5,27,1997,82,183,Right-Handed,One-Handed Backhand
a318,Patricio,Arquez,ARG,1980,4,12,0,0,0,,
a324,Simon,Aspelin,SWE,1974,5,11,1998,79,185,,
a340,Francesco,Aldi,ITA,1981,9,17,1999,75,175,,
a356,Thierry,Ascione,FRA,1981,1,17,2000,89,188,Right-Handed,One-Handed Backhand
a366,Diego,Alvarez,ARG,1980,3,6,0,0,0,,
a373,James,Auckland,GBR,1980,4,1,1999,79,0,,
a380,Clayton,Almeida,BRA,1980,12,26,0,0,0,,
a385,Mario,Ancic,CRO,1984,3,30,2001,82,196,Right-Handed,Two-Handed Backhand
a389,Jose,Acasuso,ARG,1982,10,20,1999,86,191,Right-Handed,One-Handed Backhand
a392,Artemon,Apostu-Efremov,ROU,1979,6,19,0,0,0,,
a391,Maximilian,Abel,GER,1982,2,28,0,76,0,,
a404,Johannes,Ager,AUT,1984,3,10,2003,80,196,,
a410,Thiago,Alves,BRA,1982,5,22,2000,75,178,Right-Handed,Two-Handed Backhand
a427,Alfredo,Acuna,PER,1946,11,22,0,0,0,,
a412,Andrea,Agazzi,ITA,1982,7,23,0,0,0,,
a432,Patricio,Apey,CHI,,,,0,0,0,,
a438,Andrew,Anderson,RSA,1983,4,8,2002,79,193,,
a451,Bob,Abbott,USA,,,,0,0,0,,
a450,Kenneth,Andersson,SWE,,,,0,0,0,,
a448,Ernesto,Aguirre,CHI,,,,0,0,0,,
a457,Jorge,Aguilar,CHI,1985,1,8,,68,178,Right-Handed,Two-Handed Backhand
a467,Mariano,Albert-Ferrando,ESP,1982,4,26,0,0,0,,
a478,Jae-Sung,An,KOR,1985,5,28,0,0,0,,
a479,Nicolas,Almagro,ESP,1985,8,21,2003,86,183,Right-Handed,One-Handed Backhand
a490,Jack,Acheson,USA,,,,0,0,0,,
a488,Rich,Anderson,USA,,,,0,0,0,,
a487,Prakash,Amritraj,IND,1983,10,2,2003,75,188,,
a494,Karim,Alayli,LIB,1983,3,24,0,0,0,,
a502,Juan-Martin,Aranguren,ARG,1983,10,7,0,0,0,,
a499,Omar ,Alawadhi,UAE,1982,1,16,,,,Right-Handed,Two-Handed Backhand
a503,Musaad,Al Jazzaf,KUW,1984,4,20,0,0,0,,
a511,Igor,Andreev,RUS,1983,7,14,2002,80,185,Right-Handed,Two-Handed Backhand
a517,Marc,Auradou,FRA,1984,7,9,0,0,0,,
a536,Stephen,Amritraj,IND,1984,3,28,0,0,0,,
a539,Martin,Alund,ARG,1985,12,26,,80,183,Right-Handed,One-Handed Backhand
a557,George,Andrews,CAN,,,,0,0,0,,
a559,John,Allgood,USA,,,,0,0,0,,
a560,Stephen,Avoyer,USA,1948,4,28,0,0,0,,
a563,Haythem,Abid,TUN,1985,7,17,0,0,0,Left-Handed,Two-Handed Backhand
a564,Hugo,Anao,POR,,,,0,0,0,,
a570,Ali,Ghareeb,KUW,1986,3,16,0,0,0,,
a609,Khalid,Al Nabhani,OMA,1982,9,2,0,0,0,,
a596,Pablo,Andujar,ESP,1986,1,23,2003,76,180,Right-Handed,Two-Handed Backhand
a584,Theodoros,Angelinos,GRE,1984,5,29,0,0,0,,
a618,Mohammed,Abdulla,QAT,1985,5,23,0,0,0,,
a622,Andrea,Arnaboldi,ITA,1987,12,27,2006,72,180,Left-Handed,One-Handed Backhand
a620,Rafael,Arevalo,ESA,1986,7,4,0,0,0,,
a630,Ali,El Alaoui,MAR,1986,2,21,,,,,
a639,Bob,Adams,,,,,0,0,0,,
a633,Victor-Mugurel,Anagnastopol,ROU,1986,3,23,0,0,0,,
a640,Beyazit,Anbar,TUR,,,,0,0,0,,
a635,Roberto,Aubone,ARG,,,,0,0,0,,
a650,Ardyanto ,Suta-Wibawa,INA,,,,0,0,0,,
a653,Mohammed,Al Nabhani,OMA,1985,9,1,0,0,0,Right-Handed,Two-Handed Backhand
a641,Orhan,Atas,TUR,,,,0,0,0,,
a642,Cahit,Atas,TUR,,,,0,0,0,,
a672,Ricardo,Aubone,ARG,,,,0,0,0,,
a663,Aleksandr,Agafonov,UKR,1986,2,23,0,0,0,,
a656,Guillermo,Alcaide,ESP,1986,5,27,0,77,188,Right-Handed,Two-Handed Backhand
a674,Juan-Pablo,Amado,ARG,1986,4,2,0,0,0,,
a675,John,Adams,,,,,0,0,0,,
a678,Kevin,Anderson,RSA,1986,5,18,2007,93,203,Right-Handed,Two-Handed Backhand
a679,Ivan,Anikanov,UKR,1988,3,15,0,0,0,,
a703,Adnan,Al Mahmoud,ROU,1988,6,6,0,0,0,Right-Handed,Two-Handed Backhand
a704,Gleb,Alekseenko,UKR,1983,5,19,0,85,191,,
a706,Syrym,Abdukhalikov,KAZ,1987,8,7,0,0,0,,
a707,Bruno,Agostinelli,CAN,1987,4,1,0,0,0,,
a725,Vadim,Alekseenko,UKR,1983,5,19,0,85,191,Right-Handed,Two-Handed Backhand
a732,Arnaud,Agniel,FRA,1982,1,23,0,0,0,,
a741,Jean,Andersen,RSA,1988,6,17,0,0,0,,
a742,Ahmed,Abdrabuh,SYR,1985,5,23,0,0,0,,
a749,Pedro,Ast,VEN,1988,8,12,0,0,0,,
a755,Hashim,Abdal,KUW,1989,11,26,0,0,0,,
a759,Jean-Yves,Aubone,USA,1988,1,10,0,73,178,Right-Handed,One-Handed Backhand
a764,Tuna,Altuna,TUR,1989,1,30,,80,185,Right-Handed,Two-Handed Backhand
a787,Ivan,Arenas-Gualda,ESP,1990,10,31,0,0,0,,
a789,Maxime,Authom,BEL,1987,3,29,0,0,0,,
a798,Iain,Atkinson,GBR,1988,10,2,0,0,0,,
a803,Mauricio,Astorga,MEX,1991,6,19,0,74,0,Left-Handed,One-Handed Backhand
a806,Miles,Armstrong,AUS,1986,4,16,0,0,0,,
a824,Guillermo,Alcorta-Olarra,ESP,1989,6,16,0,0,0,,
a825,Bogdan,Andrii,ROU,1989,6,30,0,0,0,,
a829,Radu,Albot,MDA,1989,11,11,2008,69,175,Right-Handed,Two-Handed Backhand
a837,Toni,Androic,CRO,1991,12,28,2010,73,168,Right-Handed,Two-Handed Backhand
a853,Marcelo,Arevalo,ESA,1990,10,17,2012,86,191,Right-Handed,Two-Handed Backhand
a861,Danila,Arsenov,RUS,1989,6,9,0,70,183,,
a874,Miguel,Almeida,POR,1992,6,29,0,0,0,,
a887,Guido,Andreozzi,ARG,1991,8,5,2010,77,183,Right-Handed,Two-Handed Backhand
a930,Hamad Abbas,Janahi,UAE,1990,8,4,,,,,
a931,Jasmin,Ademovic,BIH,1991,8,24,0,0,0,,
a938,Omar,Aboushalam,MAR,,,,0,0,0,,
a941,Facundo,Arguello,ARG,1992,8,4,,77,178,Right-Handed,Two-Handed Backhand
a967,Vugar,Aliev,RUS,1993,9,3,0,0,0,,
a943,Vasile,Antonescu,ROU,1990,3,24,0,82,183,Right-Handed,Two-Handed Backhand
a961,Matthew,Allare,USA,1989,3,19,0,0,0,,
a975,Anthony,Assal,USA,1992,6,2,0,0,0,,
aa17,Hamza,Aglaib,MAR,1990,3,10,0,0,0,,
aa60,Elwin,Antony,IND,1991,10,6,,,,,
aa23,Jack,Anton,USA,1991,9,25,,,,Right-Handed,Two-Handed Backhand
aa61,Renato,Assad,BRA,1992,10,3,,,,,
aa72,Aitor,Aramburu,MEX,1991,11,30,,,,,
aa74,Hamad,Al Mulla,QAT,1992,8,16,,,,,
aa78,Mohamed,Adnaoui,MAR,1984,12,9,,78,185,Right-Handed,One-Handed Backhand
ab11,Kalle,Averfalk,SWE,1992,4,7,,,,Right-Handed,Two-Handed Backhand
aa81,Romain,Arneodo,MON,1992,8,4,,70,175,Right-Handed,Two-Handed Backhand
ab12,Isak,Arvidsson,SWE,1992,8,6,,79,188,Right-Handed,Two-Handed Backhand
ab17,Andres,Artunedo Martinavarro,ESP,1993,9,14,2011,75,183,Right-Handed,Two-Handed Backhand
ab40,Albert,Alcaraz Ivorra,ESP,1995,5,15,,85,191,Right-Handed,Two-Handed Backhand
ab46,Abdulrahman,Al Harib,QAT,1995,1,24,,,,,
ab47,Osvaldo,Aguirre,CHI,1986,3,12,,,,,
ab52,Khalid,Allouch,MAR,1991,6,3,,,,,
ab85,Andrew,Adams,USA,1993,3,18,,,,,
ab64,Andrei Stefan,Apostol,ROU,1995,2,25,,74,,Right-Handed,Two-Handed Backhand
ab68,Ahmed Deedat,Abdul Razak,MAS,1995,6,18,,,,,
ab90,Bogdan Ionut,Apostol,ROU,1996,1,17,,,,,
ac01,Roberto,Affonso,BRA,1994,2,9,,75,170,,
ac23,Jabor,Al-Mutawa,QAT,1994,5,27,,,,,
ac39,Mubarak Shannan,Zayid,QAT,1995,4,14,,,,Right-Handed,Two-Handed Backhand
ac41,Ali,Al-Saygh,QAT,1996,2,12,,,,Right-Handed,Two-Handed Backhand
ac74,Manuel,Arias,COL,1997,5,21,,,,,
ac84,Collin,Altamirano,USA,1995,12,7,,84,188,Right-Handed,Two-Handed Backhand
ac76,Jay,Andrijic,AUS,1995,10,3,,,,Right-Handed,Two-Handed Backhand
ac95,Abdulla,Al Mohamoud,QAT,1996,11,2,,,,,
ac98,Abdulla,Al-Jufairi,QAT,1997,8,29,,,,,
ad00,Jassem,Al Zeyara,QAT,1997,12,9,,,,,
ad04,Sarp,Agabigun,TUR,1997,6,12,,75,178,Right-Handed,Two-Handed Backhand
ad08,R.,Armytage,GBR,,,,,,,,
ad09,T.,Ayling,GBR,,,,,,,,
ad10,J.,Adams,USA,,,,,,,,
ad11,Antonio,Andrade,ESP,,,,,,,,
ad14,Athanasios,Anastopoulos,GRE,1958,2,5,,,,,
ad18,Unknown,Akhtar,,,,,,,,,
ad19,Shirzad,Akbari,IRI,,,,,,,,
ad20,Budiman,Aznar,INA,,,,,,,,
ad23,Oliver,Anderson,AUS,1998,4,30,,73,175,Right-Handed,Two-Handed Backhand
ad41,Daniel,Appelgren,SWE,1996,5,6,,67,175,Right-Handed,Two-Handed Backhand
ad42,B.,Akbari,IRI,,,,,,,,
ad43,Unknown,Alvarez,,,,,,,,,
ad45,G.,Atwell,GBR,,,,,,,,
ad46,Maurizio,Aracri,ITA,1952,1,9,,,,,
ad49,Jordi,Arconada,USA,1996,9,6,,70,180,Right-Handed,Two-Handed Backhand
ad50,Alberto,Arilla,ESP,,,,,,,,
ad51,Andras,Adam-Stolpa,HUN,1921,9,15,,,,,
ad52,Charles,Applewhaite,GBR,,,,,,,,
ad53,Masanori,Asai,AUS,,,,,,,,
ad56,Srikar,Alla,IND,1993,7,25,,,,Right-Handed,Two-Handed Backhand
ad59,Bernard,Adelsberg,USA,,,,,,,,
ad58,Felicisimo,Ampon,PHI,1920,1,27,,,,,
ad60,Robert,Abdesselam,FRA,1920,1,27,,,,,
ad63,Sultan-Aman,Azman,MAS,,,,,,,,
ad65,David,Asz,ISR,,,,,,,,
ad66,Trevor,Adamson,GBR,,,,,,,,
ad64,Akhtar,Ali,IND,1939,7,5,,,,,
ad67,Roger,Ambrose,GBR,1940,4,13,,,,,
ad68,Daniel,Achondo,CHI,1939,10,5,,,,,
ad70,Gerard,Alleyne,USA,,,,,,,,
ad69,Eduardo,Argon,URU,,,,,,,,
ad71,Arthur,Andrews,USA,,,,,,,,
ad72,Arie,Avidan-Weiss,ISR,1928,4,19,,,,,
ad73,Edward,Atkinson,USA,,,,,,,,
ad75,Jack,Arkinstall,AUS,,,,,,,,
ad74,Jozsef,Asboth,HUN,1917,9,18,,,,,
ad76,Robert,Alger,BER,,,,,,,,
ad77,Rafiq,Ahmad,PAK,,,,,,,,
ad78,John,Ager,USA,,,,,,,,
ad79,Jose,Aguero,BRA,1933,2,27,,,,,
ad80,Ian,Ayre,AUS,,,,,,,,
ad81,Thomas,Anderson,GBR,,,,,,,,
ad84,Adrian,Alle,AUS,1930,3,4,,,,,
ad85,Jeffrey,Arnold,USA,,,,,,,,
ad86,Art,Anderson,USA,,,,,,,,
ad87,Edward,Alloo,USA,,,,,,,,
ad88,Max,Albrecht,SUI,,,,,,,,
ad89,Bengt,Axelsson,SWE,1928,11,12,,,,,
ad91,Garner,Anthony,USA,,,,,,,,
ad92,Mordechai,Apel,ISR,,,,,,,,
ad93,Mahmoud,Alam,PAK,,,,,,,,
ad94,Wilmer,Allison,USA,1904,12,8,,,,,
ad95,Jacques,Arago,FRA,,,,,,,,
ad96,Leonce,Aslangul,ARM,,,,,,,,
ad97,Jean,Augustin,FRA,,,,,,,,
ad98,Edward,Avory,GBR,,,,,,,,
ad99,Manuel,Alonso-Areyzaga,ESP,1895,11,12,,,,,
ae00,Pierre,Albarran,FRA,,,,,,,,
ae01,Adrien,Aron,FRA,,,,,,,,
ae02,Charles,Aeschliman,SUI,,,,,,,,
ae04,Howe,Atwater,,,,,,,,,
ae03,Andres,Arce,ESP,,,,,,,,
ae05,Iftikar,Ahmed,IND,,,,,,,,
ae06,John,Archer,GBR,,,,,,,,
ae09,Raymond,Antignat,USA,,,,,,,,
ae07,Eskell,Andrews,NZL,1905,7,31,,,,,
ae10,Walter,Anderson,USA,,,,,,,,
ae19,Ralph,Adair,USA,,,,,,,,
ae21,Edwin,Amark,USA,,,,,,,,
ae20,Marvin,Anthony,USA,,,,,,,,
ae22,Walter,Arenberg,USA,,,,,,,,
ae23,Owen,Anderson,USA,,,,,,,,
ae25,Juan,Aguirre,USA,,,,,,,,
ae24,John Norman,Anderson,USA,,,,,,,,
ae26,Edward,Anstee,AUS,,,,,,,,
ae27,Morris,Adelsberg,USA,,,,,,,,
ae28,W.,Anstee,,,,,,,,,
ae30,Khan-Iftikhar,Ahmed,IND,,,,,,,,
ae29,Bunny,Austin,GBR,1906,8,20,,,,,
ae31,Kaiman,Aschner,,,,,,,,,
ae45,Tamino,Abe,JPN,1902,9,29,,,,,
ae48,Joseph,Abrams,USA,,,,,,,,
ae49,John,Anderson,USA,,,,,,,,
ae50,Charles,Angus,NZL,,,,,,,,
ae51,Modeste,Alloo,USA,,,,,,,,
ae53,Iwao,Aoki,JPN,,,,,,,,
ae54,Eric,Attewell,GBR,,,,,,,,
ae60,Frederick,Anderson,USA,,,,,,,,
ae61,Ernst,Asmussen,DEN,,,,,,,,
ae62,C.,Aranha,,,,,,,,,
ae63,G.R.,Ashton,GBR,,,,,,,,
ae64,K.,Appel,,,,,,,,,
ae65,J.,Armstrong,,,,,,,,,
ae68,W.,Aydelotte,,,,,,,,,
ae70,Lionel,Alderson,GBR,,,,,,,,
ae69,James,Anderson,AUS,1895,9,17,,,,,
ae71,Harold,Aitken,RSA,,,,,,,,
ae81,Guillermo,Aragon,PHI,,,,,,,,
ae83,Eric,Andrea,IND,,,,,,,,
ae84,E.,Ashcroft,,,,,,,,,
ae82,J.,Andreu,ESP,,,,,,,,
ae85,P.E.,Allison,NZL,,,,,,,,
ae86,N.C.,Abrams,GBR,,,,,,,,
ae87,Jose-Maria,Alonso-Areyzaga,ESP,1890,3,28,,,,,
ae89,L.,Addison,,,,,,,,,
ae88,Frank,Anderson,,,,,,,,,
ae90,A.W.,Asthalter,GBR,,,,,,,,
ae91,L.,Andrews,,,,,,,,,
ae92,H.,Askham,,,,,,,,,
ae93,G.,Alston,,,,,,,,,
ae96,H.,Addison,,,,,,,,,
ae98,M.,Ackerland,,,,,,,,,
ae97,J.,Adoue,,,,,,,,,
ae99,M.,Allen,,,,,,,,,
af00,E.,Appleby,,,,,,,,,
af01,W.,Anderson,,,,,,,,,
af02,Fred,Alexander,USA,1880,8,14,,,,,
af03,J.W.,Anderson,,,,,,,,,
af04,J.,Allen,,,,,,,,,
af05,H.,Adams,,,,,,,,,
af06,R.,Allen,,,,,,,,,
af07,A.,Allen,,,,,,,,,
af08,T.,Andrews,,,,,,,,,
af09,V.,Astor,,,,,,,,,
af10,G.,Achelis,,,,,,,,,
af11,A.W.,Andrews,GBR,,,,,,,,
af12,C.J.,Adams,GBR,,,,,,,,
af13,G.,Adee,,,,,,,,,
af14,G.,Anson,,,,,,,,,
af16,Unknown,Allom,,,,,,,,,
af15,J.,Addison,,,,,,,,,
af17,R.,Anceau,,,,,,,,,
af18,George,Allen,GBR,,,,,,,,
af19,R.,Auspitzer,,,,,,,,,
af20,C.,Amory,,,,,,,,,
af21,G.,Adams,,,,,,,,,
af22,Sydney,Adams,GBR,,,,,,,,
af23,W.,Astor,,,,,,,,,
af24,J.,Ames,,,,,,,,,
af25,C.,Andrews,,,,,,,,,
af26,J.,Alexander,,,,,,,,,
af27,D.,Appleton,,,,,,,,,
af28,H.,Alexander,,,,,,,,,
af32,Amine,Ahouda,MAR,1997,9,11,2013,76,185,Right-Handed,Two-Handed Backhand
af42,J.,Arenholt,,,,,,,,,
af44,R.,Agassiz,,,,,,,,,
af43,W.S.,Andrews,GBR,,,,,,,,
af45,H.,Allen,,,,,,,,,
af46,H.,Avery,,,,,,,,,
af47,S.R.,Arthur,GBR,,,,,,,,
af48,E. Roy,Allen,,,,,,,,,
af49,C.,Allen,,,,,,,,,
af50,S.,Atkey,,,,,,,,,
af51,E.,Archibald Thomson,,,,,,,,,
af53,E.,Avory,,,,,,,,,
af55,G.,Arbuthnot,,,,,,,,,
af56,W.,Adams,,,,,,,,,
af57,F.,Ashley,,,,,,,,,
af58,B.,Akroyd,,,,,,,,,
af59,M.,Agelasto,,,,,,,,,
af60,W.,Ames,,,,,,,,,
af61,.,Allen,,,,,,,,,
af62,Unknown,Anderson,,,,,,,,,
af66,Goncalo,Andrade,POR,1998,12,2,,,,,
af67,Joao,Antonio,POR,1999,4,30,,,,,
ag37,Felix,Auger-Aliassime,CAN,2000,8,8,2016,84,188,Right-Handed,Two-Handed Backhand
b001,Mansour,Bahrami,IRI,1956,4,26,,82,178,,
b002,Joel,Bailey,USA,1951,4,25,,,,,
b004,Bernard,Balleret,MON,1954,5,11,,,,,
b005,Stuart,Bale,GBR,1964,1,21,,82,185,,
b006,Bobby,Banck,USA,1964,5,16,,58,165,,
b007,Corrado,Barazzutti,ITA,1953,2,19,,70,178,,
b008,Mike,Baroch,AUS,1966,6,1,,,,,
b009,Luis,Baraldi,MEX,1951,10,21,,,,,
b010,Russell,Barlow,AUS,1962,12,18,,70,173,,
b012,Jorge,Bardou,ESP,1965,3,5,,76,180,,
b013,Mike,Barr,USA,1956,6,27,,,,,
b018,Marcello,Bassanelli,ITA,,,,,,,,
b015,Givaldo,Barbosa,BRA,1954,1,25,,70,183,,
b019,Peter,Bastiansen,DEN,1962,5,3,,80,193,,
b020,Mark,Basham,USA,1962,4,24,1986,64,175,,
b021,Jeremy,Bates,GBR,1962,6,19,1982,73,180,,
b022,Ronnie,Bathman,SWE,1959,4,24,1983,75,183,,
b023,Mike,Bauer,USA,1959,6,29,1982,84,188,,
b025,Tasos,Bavelas,GRE,1968,2,27,,,,,
b026,Rill,Baxter,USA,1962,10,26,,78,183,,
b027,Charles,Beckman,USA,1965,3,1,1987,84,185,,
b028,Boris,Becker,GER,1967,11,22,1984,85,191,,
b029,Jaromir,Becka,GER,1963,7,6,,68,175,,
b031,Helmut,Beermann,GER,1955,3,9,,,,,
b030,Dominique,Bedel,FRA,1957,2,20,,73,185,,
b032,Kelvin,Belcher,USA,1961,9,20,,79,185,,
b033,Marco,Bellini,ITA,,,,,,,,
b034,Ramiro,Benavides,BOL,1947,1,30,,,,,
b035,Eduardo,Bengoechea,ARG,1959,7,2,,78,185,,
b037,Tarik,Benhabiles,FRA,1965,2,5,,64,175,,
b038,Rudiger,Benz,GER,1965,2,10,,,,,
b040,Christian,Bergstrom,SWE,1967,7,19,1985,68,180,,
b042,Hans-Dieter,Beutel,GER,1962,6,12,,79,185,,
b043,George,Bezecny,USA,1963,3,24,,75,183,,
b045,Stephan,Bienz,SUI,,,,,,,,
b046,Stanislav,Birner,CZE,1956,10,11,,66,170,,
b047,Bobby,Blair,USA,1964,10,24,,70,178,,
b048,Bob,Blazekovic,USA,1960,5,26,,,,,
b051,Gilad,Bloom,ISR,1967,3,1,1986,73,173,,
b053,Arnaud,Boetsch,FRA,1969,4,1,1987,76,183,,
b054,Bernard,Boileau,BEL,1959,5,25,,75,185,,
b056,Stephane,Bonneau,CAN,1961,12,8,,79,188,,
b058,Bjorn,Borg,SWE,1956,6,6,1973,73,180,Right-Handed,Two-Handed Backhand
b061,Vadim,Borisov,RUS,,,,,,,,
b059,Jeff,Borowiak,USA,1949,9,25,,82,193,,
b060,Luis,Borfiga,MON,,,,,,,,
b063,Dean,Botha,RSA,1964,3,30,,70,175,,
b064,Luca,Bottazzi,ITA,1963,4,1,,71,170,,
b066,Lloyd,Bourne,USA,1958,10,18,,82,191,,
