player_id,first_name,last_name,flag_code,birth_year,birth_month,birth_day,turned_pro,weight_kg,height_cm,handedness,backhand
ci83,Derek,Capell,RSA,,,,,,,,
ci84,Peter,Cawthorn,AUS,,,,,,,,
ci85,Stanley,Clark,GBR,,,,,,,,
ci87,Jose-Alejandro,Cortes,COL,,,,,,,,
ci86,Alexander,Carver,USA,,,,,,,,
ci88,Thomas,Curtin,USA,,,,,,,,
ci89,Cesar,Carmona,PHI,,,,,,,,
ci90,Dennis,Coombe,NZL,1911,11,11,,,,,
ci91,Vladimir,Cernik,CZE,1917,7,9,,,,,
ci92,Roberto,Cardozo,BRA,1927,8,31,,,,,
ci93,Roland,Carter,GBR,,,,,,,,
ci95,Robert,Connor,RSA,,,,,,,,
ci94,Tony,Clark,GBR,,,,,,,,
ci97,Conway,Catton,USA,,,,,,,,
ci98,Allen,Cleveland,USA,,,,,,,,
ci99,Richard,Cain,USA,,,,,,,,
cj00,Earl,Cochell,USA,,,,,,,,
cj01,Luis,Carles,ESP,,,,,,,,
cj02,Louis,Chevallier,FRA,,,,,,,,
cj03,Giulio,Caccia,ITA,,,,,,,,
cj04,Robert,Colin,FRA,,,,,,,,
cj05,Leslie,Cater,GBR,,,,,,,,
cj06,Vanni,Canepele,ITA,1916,6,18,,,,,
cj07,I.J.,Casale,ESP,,,,,,,,
cj08,D.V.,Connor,RSA,,,,,,,,
cj09,Janmeja,Charanjiva,IND,1908,10,11,,,,,
cj11,John,Comery,GBR,,,,,,,,
cj10,Wai-Chuen,Choy,CHN,,,,,,,,
cj13,Michael,Clarke,GBR,,,,,,,,
cj12,Guy,Cooper,GBR,,,,,,,,
cj14,Alan,Coldham,AUS,,,,,,,,
cj15,Ronald,Cummings,AUS,,,,,,,,
cj17,Horace,Crebbin,AUS,,,,,,,,
cj16,David,Chrystal,AUS,,,,,,,,
cj18,John,Clemenger,AUS,,,,,,,,
cj19,Henri,Cochet,FRA,1901,12,14,,,,,
cj20,Pierre,Chevalier,FRA,,,,,,,,
cj21,Andre,Contanson,FRA,,,,,,,,
cj22,Jean,Couiteas,FRA,,,,,,,,
cj23,Hector,Chiesa,SUI,,,,,,,,
cj25,Jack,Condon,RSA,,,,,,,,
cj24,Max,Combemale,FRA,,,,,,,,
cj26,Joseph,Case,USA,,,,,,,,
cj28,Richard,Covington,USA,,,,,,,,
cj27,Henry,Culley,USA,,,,,,,,
cj29,Gerin,Cameron,USA,,,,,,,,
cj30,James,Challiss,USA,,,,,,,,
cj31,Joseph,Coughlin,USA,,,,,,,,
cj35,Cristea,Caralulis,ROU,,,,,,,,
cj32,Ian,Collins,GBR,1903,4,23,,,,,
cj36,Patrick,Callaghan,AUS,,,,,,,,
cj37,Ray,Cock,AUS,,,,,,,,
cj40,D.,Clayton,AUS,,,,,,,,
cj38,Joseph,Clynton-Reed,AUS,,,,,,,,
cj39,Josef,Caska,CZE,1913,9,2,,,,,
cj41,John,Cope,NZL,,,,,,,,
cj45,William,Canning,USA,,,,,,,,
cj44,Elwood,Cooke,USA,,,,,,,,
cj43,John,Cushingham,USA,,,,,,,,
cj63,Merriman,Cunninggim,USA,,,,,,,,
cj68,Stjepan,Cagalj,CRO,1995,8,30,,78,191,Right-Handed,Two-Handed Backhand
cj69,R.,Compain,AUS,,,,,,,,
cj70,Gerald,Crowther,USA,,,,,,,,
cj71,Marshall,Chambers,USA,,,,,,,,
cj72,William,Crosby,USA,,,,,,,,
cj73,Sewall,Cutler,USA,,,,,,,,
cj74,Henri,Catteau,FRA,,,,,,,,
cj75,John,Curtis,USA,,,,,,,,
cj77,I.,Carson,,,,,,,,,
cj78,Frantisek,Cejnar,CZE,,,,,,,,
cj79,Mihaly,Csikos,HUN,,,,,,,,
cj87,Andre,Casanova,FRA,,,,,,,,
cj88,F.,Cavriani,ITA,,,,,,,,
cj92,John,Collins,GBR,,,,,,,,
cj91,Dennis,Cook,GBR,,,,,,,,
cj93,Charles,Carr,USA,,,,,,,,
cj94,Umberto,Cuccioli,ITA,,,,,,,,
cj95,Bernard,Coghlan,USA,,,,,,,,
cj97,Kasom,Chartikavanij,THA,,,,,,,,
cj96,Harris,Coggeshall,USA,,,,,,,,
cj99,Jack,Chamberlain,GBR,,,,,,,,
ck01,Guy,Cheng,CHN,,,,,,,,
ck00,Marcel,Cousin,FRA,,,,,,,,
ck02,Price,Colvin,USA,,,,,,,,
ck06,Harry,Cronin,IRL,,,,,,,,
ck05,Capt. Victor,Cazalet,GBR,,,,,,,,
ck08,Max,Callendar,GBR,,,,,,,,
ck07,James,Cummins,GBR,,,,,,,,
ck09,Anthony,Crossley,GBR,,,,,,,,
ck12,W.,Colton,,,,,,,,,
ck11,H.,Costa,,,,,,,,,
ck10,Leighton,Crawford,GBR,,,,,,,,
ck13,B.M.,Clark,JAM,,,,,,,,
ck14,F.,Crosbie,GBR,,,,,,,,
ck15,W.G.,Curtis-Morgan,GBR,,,,,,,,
ck16,Gordon,Crole-Rees,GBR,,,,,,,,
ck17,Wilbur,Coen,USA,1911,12,23,,,,,
ck18,R.,Considine,,,,,,,,,
ck19,W.,Clines,,,,,,,,,
ck20,B.L.,Clarke,,,,,,,,,
ck22,Bud,Chandler,USA,,,,,,,,
ck23,Cecil,Campbell,IRL,,,,,,,,
ck24,C.S.,Colvin,AUS,,,,,,,,
ck25,Willard,Crocker,CAN,,,,,,,,
ck26,C.H.,Campbell,GBR,,,,,,,,
ck27,Ugo,Chiesa,ITA,,,,,,,,
ck28,M.,Cranfield,AUS,,,,,,,,
ck29,Alfred,Chave,AUS,,,,,,,,
ck30,M.,Coggins,,,,,,,,,
ck32,C.,Cropper,AUS,,,,,,,,
ck31,A.,Cattenach,AUS,,,,,,,,
ck33,H.,Coram,AUS,,,,,,,,
ck34,L.,Collins,AUS,,,,,,,,
ck35,A.,Collins,AUS,,,,,,,,
ck36,Dudley,Cameron,AUS,,,,,,,,
ck37,Americo,Cattaruzza,ARG,,,,,,,,
ck41,C.,Campbell,NZL,,,,,,,,
ck40,Walter,Crawley,GBR,,,,,,,,
ck39,Lord,Cholmondeley,GBR,,,,,,,,
ck38,Eliot,Crawshay-Williams,GBR,,,,,,,,
ck44,J.,Carreras,,,,,,,,,
ck45,Robert,Champin,FRA,,,,,,,,
ck43,Stanislaw,Czetwertynski,POL,,,,,,,,
ck46,J.P.,Carleton,USA,,,,,,,,
ck48,L.J.,Carr,AUS,,,,,,,,
ck49,Nelson,Cruz,BRA,,,,,,,,
ck47,Antonio,Casanovas,POR,,,,,,,,
ck50,S.C.,Cargill,GBR,,,,,,,,
ck51,Turner,Cole,GBR,,,,,,,,
ck52,Ray,Casey,USA,,,,,,,,
ck53,D.L.,Craig,GBR,,,,,,,,
ck54,Cesare,Colombo,ITA,,,,,,,,
ck55,Pierre,Canivet,FRA,,,,,,,,
ck56,A.,Chancerel,FRA,,,,,,,,
ck57,C.,Caldwell,AUS,,,,,,,,
ck58,V.,Cornell,,,,,,,,,
ck59,A.,Carmichael,AUS,,,,,,,,
ck60,L.,Cryle,AUS,,,,,,,,
ck61,D.,Cram,,,,,,,,,
ck62,Alfred,Chapin,USA,,,,,,,,
ck63,P.C.,Chase,GBR,,,,,,,,
ck64,Carlos,Caminos,ARG,,,,,,,,
ck65,H.A.,Carless,GBR,,,,,,,,
ck66,J.,Caldwell,,,,,,,,,
ck67,C.,Curley,,,,,,,,,
ck69,N.,Cleland,,,,,,,,,
ck68,C.,Charest,,,,,,,,,
ck70,H.,Crabbin,,,,,,,,,
ck71,T.,Cummings,,,,,,,,,
ck73,W.,Cleland,,,,,,,,,
ck72,C.,Cross,,,,,,,,,
ck74,George,Caner,USA,,,,,,,,
ck75,E.,Coutts,RSA,,,,,,,,
ck76,G.,Cartwright,,,,,,,,,
ck77,B.,Covell,,,,,,,,,
ck83,J.,Cannon,,,,,,,,,
ck85,V.,Crawshaw,,,,,,,,,
ck84,G.,Chesterman,,,,,,,,,
ck86,William,Clothier,USA,1881,9,27,,,,,
ck87,I.,Cravis,,,,,,,,,
ck88,H.,Colburn,,,,,,,,,
ck89,W.,Campbell,,,,,,,,,
ck90,P.,Casey,,,,,,,,,
ck91,R.,Coffin,,,,,,,,,
ck92,W.,Crawford,,,,,,,,,
ck93,E.,Chase,,,,,,,,,
ck94,A.,Cawse,,,,,,,,,
ck95,John,Collum,USA,,,,,,,,
ck96,T.,Carr,,,,,,,,,
ck97,A.,Cassils,,,,,,,,,
ck98,A.,Chapin sr.,,,,,,,,,
ck99,W.,Compton,,,,,,,,,
cl00,C.,Chambers,,,,,,,,,
cl02,E.,Czintz,,,,,,,,,
cl03,E.,Cumming,,,,,,,,,
cl01,A.,Cragin,,,,,,,,,
cl04,A.,Copeland,,,,,,,,,
cl05,R.,Cook,,,,,,,,,
cl08,H.,Chase,,,,,,,,,
cl06,A.,Coffey,,,,,,,,,
cl07,G.,Church,,,,,,,,,
cl10,James Stewart,Cushman,,,,,,,,,
cl13,C.,Childs,,,,,,,,,
cl12,Fenimore,Cady,,,,,,,,,
cl09,G.,Clover,,,,,,,,,
cl11,W. Dickson,Cunningham,,,,,,,,,
cl14,F.,Cole,,,,,,,,,
cl15,H.,Crisp,,,,,,,,,
cl16,George,Caridia,GBR,1869,2,20,,,,,
cl17,S.Ernest,Charlton,,,,,,,,,
cl18,A.M.,Cooper,,,,,,,,,
cl19,Alfred,Crawley,GBR,,,,,,,,
cl20,W.,Clements,,,,,,,,,
cl21,J.,Carpenter,,,,,,,,,
cl22,A.,Champlin,,,,,,,,,
cl23,A.,Chouteau,,,,,,,,,
cl24,L.,Causey,,,,,,,,,
cl25,L.,Curtis,,,,,,,,,
cl27,L.,Cooper,,,,,,,,,
cl28,E.,Carey,,,,,,,,,
cl26,C.,Craigin,,,,,,,,,
cl29,S.,Cole,,,,,,,,,
cl30,Unknown,Cory,AUS,,,,,,,,
cl31,A.,Codman,,,,,,,,,
cl33,J.,Cameron,,,,,,,,,
cl32,Sundam,Cutting,,,,,,,,,
cl35,F.,Colston,,,,,,,,,
cl36,E.,Conlin,,,,,,,,,
cl37,Ashley,Campbell,AUS,,,,,,,,
cl38,Unknown,Coombe,,,,,,,,,
cl40,F.,Cupples,AUS,,,,,,,,
cl41,Percy,Colquhoun,AUS,,,,,,,,
cl39,L.,Crooks,AUS,,,,,,,,
cl42,C.,Crouch,,,,,,,,,
cl44,Arthur,Curtis,AUS,,,,,,,,
cl43,C.,Cox,NZL,,,,,,,,
cl45,F.,Cochran,,,,,,,,,
cl46,W.,Cushing,,,,,,,,,
cl47,F.,Clogg,,,,,,,,,
cl48,M.,Charlock,,,,,,,,,
cl51,W.,Connell,,,,,,,,,
cl53,R.,Crouse,,,,,,,,,
cl55,H.,Colton,,,,,,,,,
cl54,R.,Cowan,,,,,,,,,
cl56,H.,Clark,,,,,,,,,
cl57,E.,Carrol,,,,,,,,,
cl59,M.,Chace,,,,,,,,,
cl58,Charles,Cole,,,,,,,,,
cl60,P.,Cummings,,,,,,,,,
cl61,E.,Carroll,,,,,,,,,
cl62,H.,Chormley,,,,,,,,,
cl63,C.,Cutting,,,,,,,,,
cl64,F.,Cutting,,,,,,,,,
cl65,M.,Champlin,,,,,,,,,
cl66,F.,Conrad,,,,,,,,,
cl67,J.,Cote,,,,,,,,,
cl68,C.,Crookston,,,,,,,,,
cl69,H.,Cross,,,,,,,,,
cl71,C.,Cooke,,,,,,,,,
cl70,M.,Clark,,,,,,,,,
cl72,W.,Cooke,,,,,,,,,
cl73,D.,Campbell,,,,,,,,,
cl77,E.,Cross,,,,,,,,,
cl74,W.,Cragin,,,,,,,,,
cl75,M.,Colton,,,,,,,,,
cl76,C.,Caner,,,,,,,,,
cl78,B.,Colie,,,,,,,,,
cl91,H.,Clement,,,,,,,,,
cl90,Arthur,Cronin,GBR,,,,,,,,
cl92,Clement,Cazalet,GBR,1879,7,16,,,,,
cl93,Herbert,Chipp,GBR,,,,,,,,
cl95,J.,Colston,,,,,,,,,
cl96,Donaldson,Clarke,,,,,,,,,
cl94,George,Coulson,GBR,,,,,,,,
cl97,G.,Crawford Allison,,,,,,,,,
cl98,E.,Catlin,,,,,,,,,
cm00,P.,Carroll,,,,,,,,,
cl99,C.,Carmichael,,,,,,,,,
cm01,W.,Carter,,,,,,,,,
cm02,Kreigh,Collins,USA,,,,,,,,
cm04,O.,Chew,,,,,,,,,
cm03,F.,Cranston,,,,,,,,,
cm05,F.,Chesterton,GBR,,,,,,,,
cm06,E.R.,Clarke,GBR,,,,,,,,
cm07,Hugh,Comyn,GBR,,,,,,,,
cm08,Xenophon,Casdagli,GBR,,,,,,,,
cm09,E.P.,Corlett,GBR,,,,,,,,
cm10,S.F.,Card,GBR,,,,,,,,
cm11,James,Crispe,GBR,,,,,,,,
cm12,H.,Chapman,,,,,,,,,
cm13,W.,Conner,,,,,,,,,
cm15,R.,Carleton,,,,,,,,,
cm14,B.,Cross,,,,,,,,,
cm16,M.,Colket,,,,,,,,,
cm17,G.,Clarke,,,,,,,,,
cm19,W.,Clough,,,,,,,,,
cm18,H.,Clews,,,,,,,,,
cm20,C.,Cragin,,,,,,,,,
cm21,C.,Cleveland,,,,,,,,,
cm22,E.,Crowninshield,,,,,,,,,
cm23,H.,Cleveland,,,,,,,,,
cm24,G.,Crocker,,,,,,,,,
cm25,R.,Cutting,,,,,,,,,
cm28,W.,Castle,,,,,,,,,
cm30,W.,Cranston,,,,,,,,,
cm29,T.,Chaytor,,,,,,,,,
cm31,E.,Colby,,,,,,,,,
cm33,A.,Chitty,,,,,,,,,
cm34,Oliver,Campbell,USA,,,,,,,,
cm32,H.,Colby,,,,,,,,,
cm35,D.,Chaytor,,,,,,,,,
cm36,T.,Campion,,,,,,,,,
cm37,W.,Cohen,,,,,,,,,
cm38,E.,Chatterton,,,,,,,,,
cm39,E.,Cotton,,,,,,,,,
cm40,B.,Cokayne,,,,,,,,,
cm42,L.,Campbell,,,,,,,,,
cm43,M.,Constable,,,,,,,,,
cm44,Unknown,Castor,,,,,,,,,
cm46,B.,Cotton,,,,,,,,,
cm45,C.,Cheales,,,,,,,,,
cm48,A.,Cochran,,,,,,,,,
cm47,C.,Cole,,,,,,,,,
cm50,R.,Christian,,,,,,,,,
cm49,F.,Crowder,,,,,,,,,
cm51,W.,Clerke,,,,,,,,,
cm52,G.,Cartland,,,,,,,,,
cm53,C.,Coventry,,,,,,,,,
cm56,J.S.,Cotton,,,,,,,,,
cm55,J.,Cunningham,,,,,,,,,
cm54,A.,Crichton,,,,,,,,,
cm57,S.,Chase,,,,,,,,,
cm58,D.,Candler,,,,,,,,,
cm60,B.,Carroll,,,,,,,,,
cm59,J.,Clark,,,,,,,,,
cm62,J.,Carver,,,,,,,,,
cm61,C.,Chase,,,,,,,,,
cm63,Clarence,Clark,USA,,,,,,,,
cm64,R.,Conover,,,,,,,,,
cm66,R.S.,Codman,USA,,,,,,,,
cm65,Allan,Curtis,,,,,,,,,
cm67,.,Carryl,,,,,,,,,
cm68,.,Coggswell,,,,,,,,,
cm69,.,Caldwell,,,,,,,,,
cm70,Unknown,Congdon,,,,,,,,,
cm74,Ian,Chadwell,USA,1991,4,2,,,,,
cm82,Long,Chen,CHN,1996,5,18,,70,175,Right-Handed,Two-Handed Backhand
cm88,Congsup,Congcar,THA,1996,8,21,,68,175,Right-Handed,Two-Handed Backhand
cn08,Jordan,Correia,BRA,1997,7,5,,,,,
cn78,Lucas,Catarina,MON,1996,8,26,,,,Right-Handed,Two-Handed Backhand
d001,Bruno,Dadillon,FRA,1964,2,9,,64,175,,
d002,Jose,Daher,BRA,1966,4,20,,70,180,,
d004,Scott,Davis,USA,1962,8,27,1983,77,188,,
d005,Marty,Davis,USA,1958,11,15,1980,82,183,,
d006,Franco,Davin,ARG,1970,1,11,1986,64,173,,
d008,Horacio,De La Pena,ARG,1966,8,1,1984,72,180,,
d007,John,Davis,USA,1962,5,18,,,,,
d009,Alessandro,De Minicis,ITA,1963,8,4,,73,175,,
d010,Henri,De Wet,RSA,1962,3,1,,79,188,,
d011,Karel,Demuynck,BEL,,,,,,,,
d012,David,De Miguel,ESP,1965,2,7,,66,175,,
d015,Olivier,Delaitre,FRA,1967,6,1,1986,85,170,Right-Handed,One-Handed Backhand
d016,Tracy,Delatte,USA,1956,12,22,,82,178,,
d019,Steve,Denton,USA,1956,9,5,,82,188,,
d021,Mike,De Palmer,USA,1961,10,17,,79,185,,
d022,Bruce,Derlin,NZL,1961,11,28,,75,180,,
d024,Steve,DeVries,USA,1964,12,8,1987,77,180,,
d026,Eddie,Dibbs,USA,1951,2,23,,73,170,,
d027,Brett,Dickinson,USA,1962,12,4,,77,183,,
d028,Mark,Dickson,USA,1959,12,8,1982,78,191,,
d029,Carlos,Di Laura,PER,1964,10,19,,68,175,,
d031,Andrei,Dirzu,ROU,,,,,,,,
d034,Gary,Donnelly,USA,1962,6,3,,82,191,,
d035,Fritz,Don,NED,1956,5,13,,,,,
d036,Peter,Doohan,AUS,1961,5,2,,84,191,,
d037,Colin,Dowdeswell,GBR,1955,5,12,,75,185,,
d039,Matt,Doyle,USA,1958,1,13,,86,193,,
d038,David,Dowlen,USA,1960,2,3,,68,178,,
d040,Brad,Drewett,AUS,1958,7,19,,79,185,,
d041,Randy,Druz,USA,1958,2,26,,,,,
d042,Robin,Drysdale,GBR,1952,9,18,,,,,
d043,Morees,Dubruyn,RSA,,,,,,,,
d044,Lawson,Duncan,USA,1964,10,26,,75,185,,
d045,Chris,Dunk,USA,1958,1,23,1980,84,193,,
d048,Pat,Dupre,USA,1954,9,16,,79,191,,
d046,Laird,Dunlop,CAN,1962,6,28,,75,180,,
d051,Girts,Dzelde,LAT,1963,7,16,1988,68,173,,
d053,Larry,Davidson,USA,1955,8,21,,,,,
d049,Broderick,Dyke,AUS,1960,12,31,1982,76,183,,
d054,Owen,Davidson,AUS,1943,10,4,,82,185,,
d061,Ron,Dutton,NZL,,,,,,,,
d063,Eric,Deblicker,FRA,1952,4,17,,,,,
d068,Fernando,Dalla-Fontana,ARG,,,,,,,,
d069,Jose Luis,Damiani,URU,1956,11,21,,82,185,,
d071,Christofer,Delaney,USA,1957,7,16,,,,,
d072,Jim,Delaney,USA,1953,3,12,,,,,
d073,Dick,Dell,USA,1947,9,29,,,,,
d074,Phil,Dent,AUS,1950,2,14,,78,183,,
d076,Colin,Dibley,AUS,1944,9,19,,86,188,,
d077,Jai,Dilouie,USA,1958,9,11,,,,,
d078,Steve,Docherty,AUS,1950,5,6,,,,,
d079,Peter,Doerner,AUS,1950,11,17,,,,,
d080,Patrice,Dominguez,FRA,1950,1,12,,70,173,,
d081,Roger,Dowdeswell,ZIM,1944,2,16,,,,,
d082,Cliff,Drysdale,RSA,1941,5,26,,76,188,,
d083,Ivan,Dupasquier,SUI,1961,11,23,,,,,
d085,Bob,Davis,USA,,,,,,,,
d088,Pascal,Deniau,FRA,1957,4,7,,75,185,,
d091,Antonio,Domenech,ESP,,,,,,,,
d086,Peter,Dellavedova,AUS,,,,,,,,
d094,Royce,Deppe,RSA,1965,8,11,1988,82,188,,
d09v,Ivan,Denisov,RUS,2000,6,7,,,,,
d098,Yahiya,Doumbia,SEN,1963,8,25,1986,75,185,,
d0au,Nikita-Girey ,Demir,USA,,,,,,,,
d102,Mark,Darby,USA,1956,7,3,1978,84,185,,
d109,Jack,Darrah,USA,,,,,,,,
d103,Willie,Davies,GBR,1955,1,1,,,,,
d116,Sever,Dron,ROU,,,,,,,,
d123,Ricky,Diaz,PUR,,,,,,,,
d117,Freddie,De Jesus,PUR,1954,10,30,,,,,
d122,Manuel,Diaz,USA,,,,,,,,
d124,Claude,De Gronckel,BEL,,,,,,,,
d127,P.,Dixon,,,,,,,,,
d128,Donald,Dell,USA,1938,6,17,,75,185,,
d129,Christian,Duxin,FRA,,,,,,,,
d131,Pierre,Darmon,FRA,1934,1,14,,,,,
d132,Gaetano,Di Maso,ITA,,,,,,,,
d133,Michael,Davies,GBR,1936,1,9,1960,72,183,,
d134,Eric,Drossart,BEL,1942,2,21,,,,,
d135,Ezio,Di Matteo,ITA,,,,,,,,
d136,John,De Mendoza,GBR,1949,8,22,,,,,
d137,Massimo,Di Domenico,ITA,,,,,,,,
d139,Keith,Diepraam,RSA,1942,9,11,,,,,
d138,Jerry,De Witts,USA,,,,,,,,
d140,William,Durham,AUS,,,,,,,,
d143,Doug,Ditmer,USA,,,,,,,,
d141,Tony,Dawson,AUS,,,,,,,,
d142,Phil,Davies,AUS,,,,,,,,
d146,Paul,Dogherty,AUS,,,,,,,,
d147,Bernard,De Troye,FRA,,,,,,,,
d158,Bill,Drake,USA,,,,,,,,
d151,Joe,De Foor,USA,1963,2,2,,84,188,,
d159,Juan,Diaz,USA,,,,,,,,
d164,Gaylard,Dunn,AUS,,,,,,,,
d166,Johan,Donar,SWE,1966,3,24,1990,79,180,,
d163,Georges,Deniau,FRA,,,,,,,,
d170,Hendrik Jan,Davids,NED,1969,1,30,1988,78,183,,
d174,A.,Difrancesco,AUS,,,,,,,,
d176,Mario,Delgado,CRC,1955,5,18,,,,,
d173,Otavio,Della,BRA,1969,6,22,,69,170,,
d177,Brian,Devening,USA,1967,7,16,1990,82,185,,
d180,Fabio,Di Mauro,ITA,,,,,,,,
d178,Frank,Dennhardt,GER,1967,12,6,,80,188,,
d184,Michael,Daniel,ISR,1965,11,21,,82,188,,
d188,Paul,Dogger,NED,1971,7,4,,63,185,,
d191,David,Dilucia,USA,1970,1,15,,67,173,,
d190,Xavier,Daufresne,BEL,1968,12,24,1988,87,193,,
d198,Slava,Dosedel,CZE,1970,8,14,1989,79,183,,
d202,Gary,Drake,GBR,,,,,,,,
d206,Mark,Draper,AUS,1971,2,11,1989,75,185,,
d208,Dominic,Durand,FRA,,,,,,,,
d207,Dirk,Dier,GER,1972,2,16,1990,77,185,,
d210,Heath,Denman,AUS,1971,1,17,,73,183,,
d213,Johan,De Beer,RSA,1972,1,6,,75,191,,
d216,Tim,Donovan,USA,1967,2,20,,66,175,,
d211,John-Laffnie,de Jager,RSA,1973,3,17,1992,82,193,,
d214,Martin,Damm,CZE,1972,8,1,1990,88,188,,
d226,Diego,Del Rio,ARG,1972,9,4,1990,77,175,,
d227,Grant,Doyle,AUS,1974,1,9,1990,75,180,,
d228,Filip,Dewulf,BEL,1972,3,15,1990,80,191,,
d239,Bartlomiej,Dabrowski,POL,1972,8,20,,,,,
d253,Federico,Dondo,URU,1971,10,18,,,,,
d249,Hendrik,Dreekmann,GER,1975,1,29,1991,82,188,,
d265,Brian,Dunn,USA,1974,4,5,1992,91,201,,
d270,Scott,Draper,AUS,1974,6,5,1993,77,178,Left-Handed,One-Handed Backhand
d276,Carlos,Drada,COL,1975,2,9,,,,,
d272,Antony,Dupuis,FRA,1973,2,24,1992,87,185,,
d279,Steven,Downs,NZL,1975,9,8,1994,77,183,,
d291,Jacobo,Diaz,ESP,1976,7,11,1995,73,173,,
d295,Sergi,Duran,ESP,1976,6,23,,,,,
d316,Ramon,Delgado,PAR,1976,11,14,1995,79,185,Right-Handed,Two-Handed Backhand
d289,Jamie,Delgado,GBR,1977,3,21,1995,70,178,,
d330,Alessio,Di Mauro,ITA,1977,8,9,1998,71,185,,
d339,Marcos,Daniel,BRA,1978,7,4,1997,79,180,Right-Handed,One-Handed Backhand
d347,Mariano,Delfino,ARG,1977,9,20,1997,85,183,,
d351,Sebastien,De Chaunac,FRA,1977,10,7,1998,74,183,,
d353,Jose,De Armas,VEN,1981,3,25,1999,78,,,
d357,Arnaud,Di Pasquale,FRA,1979,2,11,1998,80,185,Right-Handed,One-Handed Backhand
d359,Artem,Derepasko,RUS,1980,1,26,,,,,
d361,Massimo,Dell'Acqua,ITA,1979,9,6,1999,86,193,,
d363,Dejan,Djokic,SRB,1980,10,19,,,,,
d362,Taylor,Dent,USA,1981,4,24,1998,88,188,Right-Handed,One-Handed Backhand
d370,Thomas,Dupre,FRA,1974,6,9,,,,,
d385,Benedikt,Dorsch,GER,1981,1,10,2005,84,178,,
d424,Rik,De Voest,RSA,1980,6,5,1999,68,180,Right-Handed,Two-Handed Backhand
d402,Nikolay,Davydenko,RUS,1981,6,2,1999,70,178,Right-Handed,Two-Handed Backhand
d437,Andres,Dellatorre,ARG,1980,7,9,1999,85,191,,
d438,Amer,Delic,BIH,1982,6,30,2003,93,196,Right-Handed,One-Handed Backhand
d468,Thomas,Drouet,MON,1983,5,17,,,,,
d463,Baptiste,Dupuy,FRA,1981,1,16,,,,,
d469,Nicolas,Devilder,FRA,1980,3,25,2000,65,173,Left-Handed,Two-Handed Backhand
d479,Sebastian,Decoud,ARG,1981,9,18,2000,80,180,Left-Handed,One-Handed Backhand
d499,Frank,Dancevic,CAN,1984,9,26,2003,79,185,Right-Handed,One-Handed Backhand
d487,Lukas,Dlouhy,CZE,1983,4,9,2001,88,185,,
d502,Yann,Dupuy,FRA,1978,4,20,,,,,
d519,Vadim,Davletshin,RUS,1984,10,7,,,,,
d526,Raphael,Durek,AUS,1984,2,2,2003,79,188,,
d532,Minh-Quan,Do,VIE,1984,1,7,,,,,
d531,Jaroslav,Drobny,CZE,1921,10,12,,,,,
d536,Hugh,Ditzler,USA,,,,,,,,
d537,Larry,Dodge,USA,,,,,,,,
d538,Charles,Darley,USA,1946,6,13,,,,,
d540,Tin,Dong,USA,1982,11,6,,,,,
d551,Farrukh,Dustov,UZB,1986,5,22,2003,88,193,,
d555,Sergei,Demekhine,RUS,1984,3,30,,,,,
d574,Eleazar,Davidman,ISR,,,,,,,,
d590,Chuck,De Voe,USA,,,,,,,,
d614,Pawel,Dilaj,POL,,,,,,,,
d615,Piotr,Dilaj,POL,,,,,,,,
d556,Brian,Dabul,ARG,1984,2,24,2001,70,170,,
d616,Somdev,Devvarman,IND,1985,2,13,2008,73,180,Right-Handed,Two-Handed Backhand
d617,Ryler,DeHeart,USA,1984,1,3,2006,79,183,Left-Handed,One-Handed Backhand
d626,Kevin,Deden,GER,1984,2,25,,,,,
d632,Steve,Darcis,BEL,1984,3,13,2003,77,178,Right-Handed,One-Handed Backhand
d643,Novak,Djokovic,SRB,1987,5,22,2003,77,188,Right-Handed,Two-Handed Backhand
d649,Kanyab,Derafshijavan,IRI,1954,4,6,,,,,
d646,Ivan,Dodig,CRO,1985,1,2,2004,83,183,Right-Handed,Two-Handed Backhand
d650,Micky,Dominguez,PHI,1947,9,7,,,,,
d651,Nimish,Desai,IND,,,,,,,,
d661,Milos,Dimitrijevic,,,,,,,,,
d662,Yildirak,Das,TUR,,,,,,,,
d665,Bien,Dimalanta,PHI,1949,3,21,,,,,
d672,Fred,Drilling,,,,,,,,,
d677,Zach,Dailey,USA,1981,11,14,,,,,
d683,Juan Martin,del Potro,ARG,1988,9,23,2005,97,198,Right-Handed,Two-Handed Backhand
d684,Weerapat,Doakmaiklee,THA,1987,6,13,,,,,
d686,Pierre-Ludovic,Duclos,CAN,1986,1,8,2007,75,188,,
d702,Rob,Danner,,,,,,,,,
d689,Luis,Diaz-Barriga,MEX,1986,4,9,,,,,
d716,Jeff,Dadamo,USA,1989,7,17,,,,,
d718,Remko,de Rijke,NED,1986,11,6,,,,,
d727,Jeffrey,Das,USA,1985,2,25,,,,,
d729,Jonathan,Dasnieres de Veigy,FRA,1987,1,5,2008,76,175,Left-Handed,Two-Handed Backhand
d735,Damiano,Di Ienno,ITA,1989,5,18,,,,,
d749,Daniel,Danilovic,SWE,1988,7,25,,,,Right-Handed,Two-Handed Backhand
d750,Kenny,De Schepper,FRA,1987,5,29,2010,104,203,Left-Handed,One-Handed Backhand
d752,Niels,Desein,BEL,1987,6,9,2007,85,191,,
d763,Marcus,Daniell,NZL,1989,11,9,2008,78,191,Right-Handed,Two-Handed Backhand
